"code","utilisation"
8528,"Cerisier tardif associé à des résineux / Tourbière ombrotrophe"
8529,"Érable argenté / Tourbière ombrotrophe"
8530,"Érable argenté associé à des pins / Tourbière ombrotrophe"
8531,"Érable argenté associé à des résineux tolérants / Tourbière ombrotrophe"
8532,"Érable argenté associé à des résineux / Tourbière ombrotrophe"
8533,"Épinette blanche / Tourbière ombrotrophe"
8534,"Épinette blanche associée à des feuillus intolérants / Tourbière ombrotrophe"
8535,"Épinette blanche associée à des feuillus tolérants / Tourbière ombrotrophe"
8536,"Épinette blanche associée à des feuillus indéterminés / Tourbière ombrotrophe"
8537,"Érable noir / Tourbière ombrotrophe"
8538,"Épinette noire / Tourbière ombrotrophe"
8539,"Épinette noire associée à de l'épinette blanche / Tourbière ombrotrophe"
8540,"Épinette noire associée à des feuillus intolérants / Tourbière ombrotrophe"
8541,"Épinette noire associée à des feuillus tolérants / Tourbière ombrotrophe"
8542,"Épinette noire associée à des feuillus indéterminés / Tourbière ombrotrophe"
8543,"Épinette noire associée à du mélèze laricin / Tourbière ombrotrophe"
8544,"Épinette noire associée à des pins / Tourbière ombrotrophe"
8545,"Épinette noire associée à du sapin baumier / Tourbière ombrotrophe"
8546,"Épinette noire associée à des sapin baumier et/ou épinette blanche / Tourbière ombrotrophe"
8547,"Érable rouge / Tourbière ombrotrophe"
8548,"Érable rouge associé à des épinettes noire ou rouge / Tourbière ombrotrophe"
8549,"Érable rouge associé à du mélèze laricin / Tourbière ombrotrophe"
8550,"Érable rouge associé à des pins / Tourbière ombrotrophe"
8551,"Érable rouge associé à de la pruche du Canada / Tourbière ombrotrophe"
8552,"Érable rouge associé à des résineux / Tourbière ombrotrophe"
8553,"Érable rouge associé à des sapin baumier et/ou épinette blanche / Tourbière ombrotrophe"
8554,"Érable rouge associé à du thuyas occidental / Tourbière ombrotrophe"
8555,"Épinettes noire ou rouge / Tourbière ombrotrophe"
8556,"Épinettes noire ou rouge associés à de l'épinette blanche / Tourbière ombrotrophe"
8557,"Épinettes noire ou rouge associés à des feuillus intolérants / Tourbière ombrotrophe"
8558,"Épinettes noire ou rouge associés à des feuillus tolérants / Tourbière ombrotrophe"
8559,"Épinettes noire ou rouge associés à des feuillus indéterminés / Tourbière ombrotrophe"
8560,"Épinettes noire ou rouge associés à du mélèze laricin / Tourbière ombrotrophe"
8561,"Épinettes noire ou rouge associés à des pins / Tourbière ombrotrophe"
8562,"Épinettes noire ou rouge associés à du sapin baumier / Tourbière ombrotrophe"
8563,"Épinettes noire ou rouge associés à des sapin baumier et/ou épinette blanche / Tourbière ombrotrophe"
8564,"Épinettes noire ou rouge associés à du thuyas occidental / Tourbière ombrotrophe"
8565,"Érables / Tourbière ombrotrophe"
8566,"Érables associés à du bouleau jaune / Tourbière ombrotrophe"
8567,"Érables associés à des épinettes noire ou rouge / Tourbière ombrotrophe"
8568,"Érables associés à du mélèze laricin / Tourbière ombrotrophe"
8569,"Érables associés à des pins / Tourbière ombrotrophe"
8570,"Érables associés à de la pruche du Canada / Tourbière ombrotrophe"
8571,"Érables associés à des résineux / Tourbière ombrotrophe"
8572,"Érables associés à des sapin baumier et/ou épinette blanche / Tourbière ombrotrophe"
8573,"Érables associés à du thuyas occidental / Tourbière ombrotrophe"
8574,"Érable à sucre / Tourbière ombrotrophe"
8575,"Érable à sucre associé à du bouleau jaune / Tourbière ombrotrophe"
8576,"Érable à sucre associé à des épinettes noire ou rouge / Tourbière ombrotrophe"
8577,"Érable à sucre associé à du mélèze laricin / Tourbière ombrotrophe"
8578,"Érable à sucre associé à des pins / Tourbière ombrotrophe"
8579,"Érable à sucre associé à de la pruche du Canada / Tourbière ombrotrophe"
8580,"Érable à sucre associé à des résineux / Tourbière ombrotrophe"
8581,"Érable à sucre associé à des sapin baumier et/ou épinette blanche / Tourbière ombrotrophe"
8582,"Érable à sucre associé à du thuyas occidental / Tourbière ombrotrophe"
8583,"Épinette rouge / Tourbière ombrotrophe"
8584,"Épinette rouge associée à du bouleau jaune / Tourbière ombrotrophe"
8585,"Épinette rouge associée à des feuillus intolérants / Tourbière ombrotrophe"
8586,"Épinette rouge associée à des feuillus tolérants / Tourbière ombrotrophe"
8587,"Épinette rouge associée à des feuillus indéterminés / Tourbière ombrotrophe"
8588,"Épinette rouge associée à du mélèze laricin / Tourbière ombrotrophe"
8589,"Épinette rouge associée à des pins / Tourbière ombrotrophe"
8590,"Épinette rouge associée à des sapin baumier et/ou épinette blanche / Tourbière ombrotrophe"
8591,"Frêne d'Amérique / Tourbière ombrotrophe"
8592,"Frêne d'Amérique associé à des pins / Tourbière ombrotrophe"
8593,"Frêne d'Amérique associé à des résineux tolérants / Tourbière ombrotrophe"
8594,"Frêne d'Amérique associé à des résineux / Tourbière ombrotrophe"
8595,"Feuillus intolérants / Tourbière ombrotrophe"
8596,"Feuillus intolérants associés à des épinettes noire ou rouge / Tourbière ombrotrophe"
8597,"Feuillus intolérants associés à du mélèze laricin / Tourbière ombrotrophe"
8598,"Feuillus intolérants associés à des pins / Tourbière ombrotrophe"
8599,"Feuillus intolérants associés à de la pruche du Canada / Tourbière ombrotrophe"
8600,"Feuillus intolérants associés à des résineux / Tourbière ombrotrophe"
8601,"Feuillus intolérants associés à des sapin baumier et/ou épinette blanche / Tourbière ombrotrophe"
8602,"Feuillus intolérants associés à du thuyas occidental / Tourbière ombrotrophe"
8603,"Frêne noir / Tourbière ombrotrophe"
8604,"Frêne noir associé à des pins / Tourbière ombrotrophe"
8605,"Frêne noir associé à des résineux tolérants / Tourbière ombrotrophe"
8606,"Frêne noir associé à des résineux / Tourbière ombrotrophe"
8607,"Frêne de Pennsylvanie / Tourbière ombrotrophe"
8608,"Frêne de Pennsylvanie associé à des pins / Tourbière ombrotrophe"
8609,"Frêne de Pennsylvanie associé à des résineux tolérants / Tourbière ombrotrophe"
8610,"Frêne de Pennsylvanie associé à des résineux / Tourbière ombrotrophe"
8611,"Frênes / Tourbière ombrotrophe"
8612,"Frênes associés à des pins / Tourbière ombrotrophe"
8613,"Frênes associés à des résineux tolérants / Tourbière ombrotrophe"
8614,"Frênes associés à des résineux / Tourbière ombrotrophe"
8615,"Feuillus tolérants / Tourbière ombrotrophe"
8616,"Feuillus tolérants associés à des épinettes noire ou rouge / Tourbière ombrotrophe"
8617,"Feuillus tolérants associés à du mélèze laricin / Tourbière ombrotrophe"
8618,"Feuillus tolérants associés à des pins / Tourbière ombrotrophe"
8619,"Feuillus tolérants associés à de la pruche du Canada / Tourbière ombrotrophe"
8620,"Feuillus tolérants associés à des résineux / Tourbière ombrotrophe"
8621,"Feuillus tolérants associés à des sapin baumier et/ou épinette blanche / Tourbière ombrotrophe"
8622,"Feuillus tolérants associés à du thuyas occidental / Tourbière ombrotrophe"
8623,"Feuillus indéterminés / Tourbière ombrotrophe"
8624,"Feuillus indéterminés associés à des épinettes noire ou rouge / Tourbière ombrotrophe"
8625,"Feuillus indéterminés associés à du mélèze laricin / Tourbière ombrotrophe"
8626,"Feuillus indéterminés associés à des pins / Tourbière ombrotrophe"
8627,"Feuillus indéterminés associés à de la pruche du Canada / Tourbière ombrotrophe"
8628,"Feuillus indéterminés associés à des sapin baumier et/ou épinette blanche / Tourbière ombrotrophe"
8629,"Feuillus indéterminés associés à du thuyas occidental / Tourbière ombrotrophe"
8630,"Hêtre à grandes feuilles / Tourbière ombrotrophe"
8631,"Hêtre à grandes feuilles associé à des pins / Tourbière ombrotrophe"
8632,"Hêtre à grandes feuilles associé à des résineux tolérants / Tourbière ombrotrophe"
8633,"Hêtre à grandes feuilles associé à des résineux / Tourbière ombrotrophe"
8634,"Mélèze laricin / Tourbière ombrotrophe"
8635,"Mélèze laricin associé à des feuillus intolérants / Tourbière ombrotrophe"
8636,"Mélèze laricin associé à des feuillus tolérants / Tourbière ombrotrophe"
8637,"Mélèze laricin associé à des feuillus indéterminés / Tourbière ombrotrophe"
8638,"Forêt mixte / Tourbière ombrotrophe"
8639,"Noyer cendré / Tourbière ombrotrophe"
8640,"Noyer cendré associé à des pins / Tourbière ombrotrophe"
8641,"Noyer cendré associé à des résineux tolérants / Tourbière ombrotrophe"
8642,"Noyer cendré associé à des résineux / Tourbière ombrotrophe"
8643,"Ormes / Tourbière ombrotrophe"
8644,"Ormes associés à des pins / Tourbière ombrotrophe"
8645,"Ormes associés à des résineux tolérants / Tourbière ombrotrophe"
8646,"Ormes associés à des résineux / Tourbière ombrotrophe"
8647,"Ostryer de Virginie / Tourbière ombrotrophe"
8648,"Ostryer de Virginie associé à des pins / Tourbière ombrotrophe"
8649,"Ostryer de Virginie associé à des résineux tolérants / Tourbière ombrotrophe"
8650,"Ostryer de Virginie associé à des résineux / Tourbière ombrotrophe"
8651,"Pin blanc / Tourbière ombrotrophe"
8652,"Pin blanc associé à du bouleau jaune / Tourbière ombrotrophe"
8653,"Pin blanc associé à des érables / Tourbière ombrotrophe"
8654,"Pin blanc associé à des feuillus intolérants / Tourbière ombrotrophe"
8655,"Pin blanc associé à des feuillus tolérants / Tourbière ombrotrophe"
8656,"Pin blanc associé à des feuillus indéterminés / Tourbière ombrotrophe"
8657,"Pin rigide / Tourbière ombrotrophe"
8658,"Peupliers / Tourbière ombrotrophe"
8659,"Peupliers associés à des épinettes noire ou rouge / Tourbière ombrotrophe"
8660,"Peupliers associés à des pins / Tourbière ombrotrophe"
8661,"Peupliers associés à des résineux tolérants / Tourbière ombrotrophe"
8662,"Peupliers associés à des résineux / Tourbière ombrotrophe"
8663,"Peupliers associés à des sapin baumier et/ou épinette blanche / Tourbière ombrotrophe"
8664,"Pin gris / Tourbière ombrotrophe"
8665,"Pin gris associé à des feuillus intolérants / Tourbière ombrotrophe"
8666,"Pin gris associé à des feuillus tolérants / Tourbière ombrotrophe"
8667,"Pin gris associé à des feuillus indéterminés / Tourbière ombrotrophe"
8668,"Pins / Tourbière ombrotrophe"
8669,"Pins associés à des feuillus intolérants / Tourbière ombrotrophe"
8670,"Pins associés à des feuillus tolérants / Tourbière ombrotrophe"
8671,"Pins associés à des feuillus indéterminés / Tourbière ombrotrophe"
8672,"Pin rouge / Tourbière ombrotrophe"
8673,"Pin rouge associé à du bouleau jaune / Tourbière ombrotrophe"
8674,"Pin rouge associé à des chênes / Tourbière ombrotrophe"
8675,"Pin rouge associé à des érables / Tourbière ombrotrophe"
8676,"Pin rouge associé à des feuillus intolérants / Tourbière ombrotrophe"
8677,"Pin rouge associé à des feuillus tolérants / Tourbière ombrotrophe"
8678,"Pin rouge associé à des feuillus indéterminés / Tourbière ombrotrophe"
8679,"Pin rouge associé à du hêtre à grandes feuilles / Tourbière ombrotrophe"
8680,"Pin rouge associé à du noyer cendré / Tourbière ombrotrophe"
8681,"Pin rouge associé à des ormes / Tourbière ombrotrophe"
8682,"Pin rouge associé à de l'ostryer de Virginie / Tourbière ombrotrophe"
8683,"Pin rouge associé à du tilleul d'Amérique / Tourbière ombrotrophe"
8684,"Épinette noire et sapin baumier associés à des feuillus intolérants / Tourbière ombrotrophe"
8685,"Épinette noire et sapin baumier associés à des feuillus tolérants / Tourbière ombrotrophe"
8686,"Épinette noire et sapin baumier associés à des feuillus indéterminés / Tourbière ombrotrophe"
8687,"Pruche du Canada / Tourbière ombrotrophe"
8688,"Pruche du Canada associée à du bouleau jaune / Tourbière ombrotrophe"
8689,"Pruche du Canada associée à des érables / Tourbière ombrotrophe"
8690,"Pruche du Canada associée à des feuillus intolérants / Tourbière ombrotrophe"
8691,"Pruche du Canada associée à des feuillus tolérants / Tourbière ombrotrophe"
8692,"Pruche du Canada associée à des feuillus indéterminés / Tourbière ombrotrophe"
8693,"Résineux / Tourbière ombrotrophe"
8694,"Résineux associés à du bouleau jaune / Tourbière ombrotrophe"
8695,"Résineux associés à des érables / Tourbière ombrotrophe"
8696,"Résineux associés à des feuillus intolérants / Tourbière ombrotrophe"
8697,"Résineux associés à des feuillus tolérants / Tourbière ombrotrophe"
8698,"Résineux associés à des feuillus indéterminés / Tourbière ombrotrophe"
8699,"Sapin baumier / Tourbière ombrotrophe"
8700,"Sapin baumier associé à du bouleau jaune / Tourbière ombrotrophe"
8701,"Sapin baumier associé à des épinettes noire ou rouge / Tourbière ombrotrophe"
8702,"Sapin baumier associé à des érables / Tourbière ombrotrophe"
8703,"Sapin baumier associé à des feuillus intolérants / Tourbière ombrotrophe"
8704,"Sapin baumier associé à des feuillus tolérants / Tourbière ombrotrophe"
8705,"Sapin baumier associé à des feuillus indéterminés / Tourbière ombrotrophe"
8706,"Sapin baumier associé à du thuyas occidental / Tourbière ombrotrophe"
8707,"Sapin baumier et/ou épinette blanche / Tourbière ombrotrophe"
8708,"Sapin baumier et/ou épinette blanche associés à du bouleau jaune / Tourbière ombrotrophe"
8709,"Sapin baumier et/ou épinette blanche associés à de l'épinette noire / Tourbière ombrotrophe"
8710,"Sapin baumier et/ou épinette blanche associés à des épinettes noire ou rouge / Tourbière ombrotrophe"
8711,"Sapin baumier et/ou épinette blanche associés à des érables / Tourbière ombrotrophe"
8712,"Sapin baumier et/ou épinette blanche associés à des feuillus intolérants / Tourbière ombrotrophe"
8713,"Sapin baumier et/ou épinette blanche associés à des feuillus tolérants / Tourbière ombrotrophe"
8714,"Sapin baumier et/ou épinette blanche associés à des feuillus indéterminés / Tourbière ombrotrophe"
8715,"Sapin baumier et épinette noire associés à du bouleau jaune / Tourbière ombrotrophe"
8716,"Sapin baumier et épinette noire associés à des érables / Tourbière ombrotrophe"
8717,"Sapin baumier et épinette noire associés à des feuillus intolérants / Tourbière ombrotrophe"
8718,"Sapin baumier et épinette noire associés à des feuillus tolérants / Tourbière ombrotrophe"
8719,"Sapin baumier et épinette noire associés à des feuillus indéterminés / Tourbière ombrotrophe"
8720,"Tilleul d'Amérique / Tourbière ombrotrophe"
8721,"Tilleul d'Amérique associé à des pins / Tourbière ombrotrophe"
8722,"Tilleul d'Amérique associé à des résineux tolérants / Tourbière ombrotrophe"
8723,"Tilleul d'Amérique associé à des résineux / Tourbière ombrotrophe"
8724,"Thuyas occidental / Tourbière ombrotrophe"
8725,"Thuyas occidental associé à du bouleau jaune / Tourbière ombrotrophe"
8726,"Thuyas occidental associé à des érables / Tourbière ombrotrophe"
8727,"Thuyas occidental associé à des feuillus intolérants / Tourbière ombrotrophe"
8728,"Thuyas occidental associé à des feuillus tolérants / Tourbière ombrotrophe"
8729,"Thuyas occidental associé à des feuillus indéterminés / Tourbière ombrotrophe"
8730,"Peuplement issu d'une plantation de feuillus indigènes / Tourbière ombrotrophe"
8731,"Peuplement issu d'une plantation mélangée indigène / Tourbière ombrotrophe"
8732,"Peuplement issu d'une plantation de résineux indigènes / Tourbière ombrotrophe"
8733,"Peuplement issu d'une plantation de feuillus exotiques / Tourbière ombrotrophe"
8734,"Peuplement issu d'une plantation mélangée exotique / Tourbière ombrotrophe"
8735,"Peuplement issu d'une plantation de résineux exotiques / Tourbière ombrotrophe"
9999,"Territoire non photo-interprété"
