"code","utilisation"
4171,"Cucurbitacée / Marécage"
4172,"Crucifère (feuilles) / Marécage"
4173,"Légume à fruits / Marécage"
4175,"Autre légume / Marécage"
4176,"Crucifère (racines) / Marécage"
4177,"Pomme de terre / Marécage"
4178,"Betterave à sucre / Marécage"
4180,"Autre fruit / Marécage"
4181,"Baie / Marécage"
4182,"Canneberge / Marécage"
4183,"Bleuet / Marécage"
4188,"Verger / Marécage"
4190,"Vignoble / Marécage"
4192,"Gazonnière / Marécage"
4193,"Fines herbes / Marécage"
4194,"Pépinière / Marécage"
4195,"Sarrasin / Marécage"
4197,"Chanvre / Marécage"
4210,"Forêt de conifères / Marécage"
4211,"Forêt de conifères dense / Marécage"
4212,"Forêt de conifères avec arbustes décidus / Marécage"
4213,"Forêt de conifères clairsemée / Marécage"
4214,"Forêt de conifères sur lichens / Marécage"
4215,"Forêt de conifères ouverte / Marécage"
4216,"Forêt de conifères sur lichens et mousses / Marécage"
4218,"Forêt de conifères sur mousses et éricacées / Marécage"
4220,"Forêt de feuillus / Marécage"
4221,"Forêt de feuillus dense / Marécage"
4223,"Forêt de feuillus clairsemée / Marécage"
4225,"Forêt de feuillus ouverte / Marécage"
4230,"Forêt mixte / Marécage"
4231,"Forêt mixte dense / Marécage"
4233,"Forêt mixte clairsemée / Marécage"
4235,"Forêt mixte ouverte / Marécage"
4250,"Opération forestière / Marécage"
4253,"Coupe forestière / Marécage"
4255,"Plantation / Marécage"
4256,"Plantation de feuillus indigènes / Marécage"
4257,"Plantation mélangée indigène / Marécage"
4258,"Plantation de résineux indigènes / Marécage"
4259,"Plantation de feuillus exotiques / Marécage"
4260,"Plantation mélangée exotique / Marécage"
4261,"Plantation de résineux exotiques / Marécage"
4263,"Brûlis / Marécage"
4280,"Perturbation naturelle / Marécage"
4300,"Autre terrain / Marécage"
4301,"Zone développée / Marécage"
4312,"Pistes de ski alpin / Marécage"
4313,"Golf / Marécage"
4320,"Route ou chemin / Marécage"
4321,"Aéroport / Marécage"
4322,"Chemin de fer / Marécage"
4341,"Carrière ou gravière / Marécage"
4343,"Mine et déchet de mine / Marécage"
4344,"Bassin de filtration; de décontamination; de déchets liquides; etc. / Marécage"
4345,"Dépotoir / Marécage"
4346,"Zone industrielle et commerce / Marécage"
4351,"Ligne de transmission ou de transport d'énergie / Marécage"
4360,"Exploitation de tourbe / Marécage"
4501,"Bouleau gris / Marécage"
4502,"Bouleau gris associé à des pins / Marécage"
4503,"Bouleau gris associé à des résineux tolérants / Marécage"
4504,"Bouleau gris associé à des résineux / Marécage"
4505,"Bouleau jaune / Marécage"
4506,"Bouleau jaune associé à des épinettes noire ou rouge / Marécage"
4507,"Bouleau jaune associé à du mélèze laricin / Marécage"
4508,"Bouleau jaune associé à des pins / Marécage"
4509,"Bouleau jaune associé à de la pruche du Canada / Marécage"
4510,"Bouleau jaune associé à des résineux / Marécage"
4511,"Bouleau jaune associé à des sapin baumier et/ou épinette blanche / Marécage"
4512,"Bouleau jaune associé à des sapin baumier et épinette noire / Marécage"
4513,"Bouleau jaune associé à du thuyas occidental / Marécage"
4514,"Bouleau blanc / Marécage"
4515,"Bouleau blanc associé à des épinettes noire ou rouge / Marécage"
4516,"Bouleau blanc associé à des pins / Marécage"
4517,"Bouleau blanc associé à des résineux tolérants / Marécage"
4518,"Bouleau blanc associé à des résineux / Marécage"
4519,"Bouleau blanc associé à des sapin baumier et/ou épinette blanche / Marécage"
4520,"Caryer cordiforme / Marécage"
4521,"Chênes / Marécage"
4522,"Chênes associés à des pins / Marécage"
4523,"Chênes associés à des résineux tolérants / Marécage"
4524,"Chênes associés à des résineux / Marécage"
4525,"Cerisier tardif / Marécage"
4526,"Cerisier tardif associé à des pins / Marécage"
4527,"Cerisier tardif associé à des résineux tolérants / Marécage"
4528,"Cerisier tardif associé à des résineux / Marécage"
4529,"Érable argenté / Marécage"
4530,"Érable argenté associé à des pins / Marécage"
4531,"Érable argenté associé à des résineux tolérants / Marécage"
4532,"Érable argenté associé à des résineux / Marécage"
4533,"Épinette blanche / Marécage"
4534,"Épinette blanche associée à des feuillus intolérants / Marécage"
4535,"Épinette blanche associée à des feuillus tolérants / Marécage"
4536,"Épinette blanche associée à des feuillus indéterminés / Marécage"
4537,"Érable noir / Marécage"
4538,"Épinette noire / Marécage"
4539,"Épinette noire associée à de l'épinette blanche / Marécage"
4540,"Épinette noire associée à des feuillus intolérants / Marécage"
4541,"Épinette noire associée à des feuillus tolérants / Marécage"
4542,"Épinette noire associée à des feuillus indéterminés / Marécage"
4543,"Épinette noire associée à du mélèze laricin / Marécage"
4544,"Épinette noire associée à des pins / Marécage"
4545,"Épinette noire associée à du sapin baumier / Marécage"
4546,"Épinette noire associée à des sapin baumier et/ou épinette blanche / Marécage"
4547,"Érable rouge / Marécage"
4548,"Érable rouge associé à des épinettes noire ou rouge / Marécage"
4549,"Érable rouge associé à du mélèze laricin / Marécage"
4550,"Érable rouge associé à des pins / Marécage"
4551,"Érable rouge associé à de la pruche du Canada / Marécage"
4552,"Érable rouge associé à des résineux / Marécage"
4553,"Érable rouge associé à des sapin baumier et/ou épinette blanche / Marécage"
4554,"Érable rouge associé à du thuyas occidental / Marécage"
4555,"Épinettes noire ou rouge / Marécage"
4556,"Épinettes noire ou rouge associés à de l'épinette blanche / Marécage"
4557,"Épinettes noire ou rouge associés à des feuillus intolérants / Marécage"
4558,"Épinettes noire ou rouge associés à des feuillus tolérants / Marécage"
4559,"Épinettes noire ou rouge associés à des feuillus indéterminés / Marécage"
4560,"Épinettes noire ou rouge associés à du mélèze laricin / Marécage"
4561,"Épinettes noire ou rouge associés à des pins / Marécage"
4562,"Épinettes noire ou rouge associés à du sapin baumier / Marécage"
4563,"Épinettes noire ou rouge associés à des sapin baumier et/ou épinette blanche / Marécage"
4564,"Épinettes noire ou rouge associés à du thuyas occidental / Marécage"
4565,"Érables / Marécage"
4566,"Érables associés à du bouleau jaune / Marécage"
4567,"Érables associés à des épinettes noire ou rouge / Marécage"
4568,"Érables associés à du mélèze laricin / Marécage"
4569,"Érables associés à des pins / Marécage"
4570,"Érables associés à de la pruche du Canada / Marécage"
4571,"Érables associés à des résineux / Marécage"
4572,"Érables associés à des sapin baumier et/ou épinette blanche / Marécage"
4573,"Érables associés à du thuyas occidental / Marécage"
4574,"Érable à sucre / Marécage"
4575,"Érable à sucre associé à du bouleau jaune / Marécage"
4576,"Érable à sucre associé à des épinettes noire ou rouge / Marécage"
4577,"Érable à sucre associé à du mélèze laricin / Marécage"
4578,"Érable à sucre associé à des pins / Marécage"
4579,"Érable à sucre associé à de la pruche du Canada / Marécage"
4580,"Érable à sucre associé à des résineux / Marécage"
4581,"Érable à sucre associé à des sapin baumier et/ou épinette blanche / Marécage"
4582,"Érable à sucre associé à du thuyas occidental / Marécage"
4583,"Épinette rouge / Marécage"
4584,"Épinette rouge associée à du bouleau jaune / Marécage"
4585,"Épinette rouge associée à des feuillus intolérants / Marécage"
4586,"Épinette rouge associée à des feuillus tolérants / Marécage"
4587,"Épinette rouge associée à des feuillus indéterminés / Marécage"
4588,"Épinette rouge associée à du mélèze laricin / Marécage"
4589,"Épinette rouge associée à des pins / Marécage"
4590,"Épinette rouge associée à des sapin baumier et/ou épinette blanche / Marécage"
4591,"Frêne d'Amérique / Marécage"
4592,"Frêne d'Amérique associé à des pins / Marécage"
4593,"Frêne d'Amérique associé à des résineux tolérants / Marécage"
4594,"Frêne d'Amérique associé à des résineux / Marécage"
4595,"Feuillus intolérants / Marécage"
4596,"Feuillus intolérants associés à des épinettes noire ou rouge / Marécage"
4597,"Feuillus intolérants associés à du mélèze laricin / Marécage"
4598,"Feuillus intolérants associés à des pins / Marécage"
4599,"Feuillus intolérants associés à de la pruche du Canada / Marécage"
4600,"Feuillus intolérants associés à des résineux / Marécage"
4601,"Feuillus intolérants associés à des sapin baumier et/ou épinette blanche / Marécage"
4602,"Feuillus intolérants associés à du thuyas occidental / Marécage"
4603,"Frêne noir / Marécage"
4604,"Frêne noir associé à des pins / Marécage"
4605,"Frêne noir associé à des résineux tolérants / Marécage"
4606,"Frêne noir associé à des résineux / Marécage"
4607,"Frêne de Pennsylvanie / Marécage"
4608,"Frêne de Pennsylvanie associé à des pins / Marécage"
4609,"Frêne de Pennsylvanie associé à des résineux tolérants / Marécage"
4610,"Frêne de Pennsylvanie associé à des résineux / Marécage"
4611,"Frênes / Marécage"
4612,"Frênes associés à des pins / Marécage"
4613,"Frênes associés à des résineux tolérants / Marécage"
4614,"Frênes associés à des résineux / Marécage"
4615,"Feuillus tolérants / Marécage"
4616,"Feuillus tolérants associés à des épinettes noire ou rouge / Marécage"
4617,"Feuillus tolérants associés à du mélèze laricin / Marécage"
4618,"Feuillus tolérants associés à des pins / Marécage"
4619,"Feuillus tolérants associés à de la pruche du Canada / Marécage"
4620,"Feuillus tolérants associés à des résineux / Marécage"
4621,"Feuillus tolérants associés à des sapin baumier et/ou épinette blanche / Marécage"
4622,"Feuillus tolérants associés à du thuyas occidental / Marécage"
4623,"Feuillus indéterminés / Marécage"
4624,"Feuillus indéterminés associés à des épinettes noire ou rouge / Marécage"
4625,"Feuillus indéterminés associés à du mélèze laricin / Marécage"
4626,"Feuillus indéterminés associés à des pins / Marécage"
4627,"Feuillus indéterminés associés à de la pruche du Canada / Marécage"
4628,"Feuillus indéterminés associés à des sapin baumier et/ou épinette blanche / Marécage"
4629,"Feuillus indéterminés associés à du thuyas occidental / Marécage"
4630,"Hêtre à grandes feuilles / Marécage"
4631,"Hêtre à grandes feuilles associé à des pins / Marécage"
4632,"Hêtre à grandes feuilles associé à des résineux tolérants / Marécage"
4633,"Hêtre à grandes feuilles associé à des résineux / Marécage"
4634,"Mélèze laricin / Marécage"
4635,"Mélèze laricin associé à des feuillus intolérants / Marécage"
4636,"Mélèze laricin associé à des feuillus tolérants / Marécage"
4637,"Mélèze laricin associé à des feuillus indéterminés / Marécage"
4638,"Forêt mixte / Marécage"
4639,"Noyer cendré / Marécage"
4640,"Noyer cendré associé à des pins / Marécage"
4641,"Noyer cendré associé à des résineux tolérants / Marécage"
4642,"Noyer cendré associé à des résineux / Marécage"
4643,"Ormes / Marécage"
4644,"Ormes associés à des pins / Marécage"
4645,"Ormes associés à des résineux tolérants / Marécage"
4646,"Ormes associés à des résineux / Marécage"
4647,"Ostryer de Virginie / Marécage"
4648,"Ostryer de Virginie associé à des pins / Marécage"
4649,"Ostryer de Virginie associé à des résineux tolérants / Marécage"
4650,"Ostryer de Virginie associé à des résineux / Marécage"
4651,"Pin blanc / Marécage"
4652,"Pin blanc associé à du bouleau jaune / Marécage"
4653,"Pin blanc associé à des érables / Marécage"
4654,"Pin blanc associé à des feuillus intolérants / Marécage"
4655,"Pin blanc associé à des feuillus tolérants / Marécage"
4656,"Pin blanc associé à des feuillus indéterminés / Marécage"
4657,"Pin rigide / Marécage"
4658,"Peupliers / Marécage"
4659,"Peupliers associés à des épinettes noire ou rouge / Marécage"
4660,"Peupliers associés à des pins / Marécage"
4661,"Peupliers associés à des résineux tolérants / Marécage"
4662,"Peupliers associés à des résineux / Marécage"
4663,"Peupliers associés à des sapin baumier et/ou épinette blanche / Marécage"
4664,"Pin gris / Marécage"
4665,"Pin gris associé à des feuillus intolérants / Marécage"
4666,"Pin gris associé à des feuillus tolérants / Marécage"
4667,"Pin gris associé à des feuillus indéterminés / Marécage"
4668,"Pins / Marécage"
4669,"Pins associés à des feuillus intolérants / Marécage"
4670,"Pins associés à des feuillus tolérants / Marécage"
4671,"Pins associés à des feuillus indéterminés / Marécage"
4672,"Pin rouge / Marécage"
4673,"Pin rouge associé à du bouleau jaune / Marécage"
4674,"Pin rouge associé à des chênes / Marécage"
4675,"Pin rouge associé à des érables / Marécage"
4676,"Pin rouge associé à des feuillus intolérants / Marécage"
4677,"Pin rouge associé à des feuillus tolérants / Marécage"
4678,"Pin rouge associé à des feuillus indéterminés / Marécage"
4679,"Pin rouge associé à du hêtre à grandes feuilles / Marécage"
4680,"Pin rouge associé à du noyer cendré / Marécage"
4681,"Pin rouge associé à des ormes / Marécage"
4682,"Pin rouge associé à de l'ostryer de Virginie / Marécage"
4683,"Pin rouge associé à du tilleul d'Amérique / Marécage"
4684,"Épinette noire et sapin baumier associés à des feuillus intolérants / Marécage"
4685,"Épinette noire et sapin baumier associés à des feuillus tolérants / Marécage"
4686,"Épinette noire et sapin baumier associés à des feuillus indéterminés / Marécage"
4687,"Pruche du Canada / Marécage"
4688,"Pruche du Canada associée à du bouleau jaune / Marécage"
4689,"Pruche du Canada associée à des érables / Marécage"
4690,"Pruche du Canada associée à des feuillus intolérants / Marécage"
4691,"Pruche du Canada associée à des feuillus tolérants / Marécage"
4692,"Pruche du Canada associée à des feuillus indéterminés / Marécage"
4693,"Résineux / Marécage"
4694,"Résineux associés à du bouleau jaune / Marécage"
4695,"Résineux associés à des érables / Marécage"
4696,"Résineux associés à des feuillus intolérants / Marécage"
4697,"Résineux associés à des feuillus tolérants / Marécage"
4698,"Résineux associés à des feuillus indéterminés / Marécage"
4699,"Sapin baumier / Marécage"
4700,"Sapin baumier associé à du bouleau jaune / Marécage"
4701,"Sapin baumier associé à des épinettes noire ou rouge / Marécage"
4702,"Sapin baumier associé à des érables / Marécage"
4703,"Sapin baumier associé à des feuillus intolérants / Marécage"
4704,"Sapin baumier associé à des feuillus tolérants / Marécage"
4705,"Sapin baumier associé à des feuillus indéterminés / Marécage"
4706,"Sapin baumier associé à du thuyas occidental / Marécage"
4707,"Sapin baumier et/ou épinette blanche / Marécage"
4708,"Sapin baumier et/ou épinette blanche associés à du bouleau jaune / Marécage"
4709,"Sapin baumier et/ou épinette blanche associés à de l'épinette noire / Marécage"
4710,"Sapin baumier et/ou épinette blanche associés à des épinettes noire ou rouge / Marécage"
4711,"Sapin baumier et/ou épinette blanche associés à des érables / Marécage"
4712,"Sapin baumier et/ou épinette blanche associés à des feuillus intolérants / Marécage"
4713,"Sapin baumier et/ou épinette blanche associés à des feuillus tolérants / Marécage"
4714,"Sapin baumier et/ou épinette blanche associés à des feuillus indéterminés / Marécage"
4715,"Sapin baumier et épinette noire associés à du bouleau jaune / Marécage"
4716,"Sapin baumier et épinette noire associés à des érables / Marécage"
4717,"Sapin baumier et épinette noire associés à des feuillus intolérants / Marécage"
4718,"Sapin baumier et épinette noire associés à des feuillus tolérants / Marécage"
4719,"Sapin baumier et épinette noire associés à des feuillus indéterminés / Marécage"
4720,"Tilleul d'Amérique / Marécage"
4721,"Tilleul d'Amérique associé à des pins / Marécage"
4722,"Tilleul d'Amérique associé à des résineux tolérants / Marécage"
4723,"Tilleul d'Amérique associé à des résineux / Marécage"
4724,"Thuyas occidental / Marécage"
4725,"Thuyas occidental associé à du bouleau jaune / Marécage"
4726,"Thuyas occidental associé à des érables / Marécage"
4727,"Thuyas occidental associé à des feuillus intolérants / Marécage"
4728,"Thuyas occidental associé à des feuillus tolérants / Marécage"
4729,"Thuyas occidental associé à des feuillus indéterminés / Marécage"
4730,"Peuplement issu d'une plantation de feuillus indigènes / Marécage"
4731,"Peuplement issu d'une plantation mélangée indigène / Marécage"
4732,"Peuplement issu d'une plantation de résineux indigènes / Marécage"
4733,"Peuplement issu d'une plantation de feuillus exotiques / Marécage"
4734,"Peuplement issu d'une plantation mélangée exotique / Marécage"
4735,"Peuplement issu d'une plantation de résineux exotiques / Marécage"
5000,"Marais"
5020,"Eau / Marais"
5021,"Lac / Marais"
5022,"Mare et/ou eau peu profonde / Marais"
5023,"Réservoir / Marais"
5024,"Cours d'eau / Marais"
5025,"Eau salée / Marais"
5026,"Eau saumâtre / Marais"
5027,"Lac de thermokartz / Marais"
5029,"Neige et glace permanentes; combe à neige / Marais"
5030,"Sol nu; roc-sol à nu; sol dénudé ou semi-dénudé sec / Marais"
5031,"Champs de bloc / Marais"
5050,"Forêt ou arbustaie improductive / Marais"
5051,"Aulnaie / Marais"
5052,"Arbustaie basse et mares de thermokarst / Marais"
5053,"Arbustaie arctique basse (0.3 à 1 m) / Marais"
5054,"Forêt arbustive haute (> 2 m) / Marais"
5055,"Friche / Marais"
5056,"Arbustaie arctique haute (> 1 m) / Marais"
5057,"Forêt arbustive basse (< 2 m) \ Marais"
5060,"Lande à lichens / Marais"
5061,"Lande à lichens et arbustes / Marais"
5062,"Lande subarctique / Marais"
5063,"Lande subarctique avec 30 à 70 % d’arbustes / Marais"
5064,"Lande rocheuse / Marais"
5065,"Lande à éricacées / Marais"
5066,"Lande herbacée / Marais"
5067,"Lande à mousse / Marais"
5068,"Lande alpine / Marais"
5071,"Toundra à arbustes dressés / Marais"
5072,"Toundra à arbustes dressés avec ostioles / Marais"
5073,"Toundra à arbustes dressés avec 30 à 70 % d’arbustes / Marais"
5074,"Toundra à arbustes dressés avec ostioles et 30 à 70 % d’arbustes / Marais"
5075,"Toundra à arbustes prostrés / Marais"
5076,"Toundra à arbustes prostrés avec ostioles / Marais"
5077,"Toundra herbacée avec arbustes prostrés / Marais"
5101,"Serre / Marais"
5120,"Agriculture indifférenciée / Marais"
5122,"Culture pérenne et pâturage / Marais"
5131,"Jachère / Marais"
5132,"Autre céréale / Marais"
5133,"Orge / Marais"
5134,"Sorgho / Marais"
5135,"Millet / Marais"
5136,"Avoine / Marais"
5137,"Seigle / Marais"
5138,"Épeautre / Marais"
5139,"Triticale / Marais"
5140,"Blé / Marais"
5141,"Panic érigé / Marais"
5147,"Maïs / Marais"
5153,"Canola ou colza / Marais"
5154,"Graine de lin / Marais"
5157,"Tournesol / Marais"
5158,"Soya / Marais"
5160,"Autre légumineuse / Marais"
5162,"Pois / Marais"
5167,"Haricot / Marais"
5168,"Laitue / Marais"
5169,"Ail/Oignon/Poireau / Marais"
5170,"Carotte/Panais / Marais"
5171,"Cucurbitacée / Marais"
5172,"Crucifère (feuilles) / Marais"
5173,"Légume à fruits / Marais"
5175,"Autre légume / Marais"
5176,"Crucifère (racines) / Marais"
5177,"Pomme de terre / Marais"
5178,"Betterave à sucre / Marais"
5180,"Autre fruit / Marais"
5181,"Baie / Marais"
5182,"Canneberge / Marais"
5183,"Bleuet / Marais"
5188,"Verger / Marais"
5190,"Vignoble / Marais"
5192,"Gazonnière / Marais"
5193,"Fines herbes / Marais"
5194,"Pépinière / Marais"
5195,"Sarrasin / Marais"
5197,"Chanvre / Marais"
5210,"Forêt de conifères / Marais"
5211,"Forêt de conifères dense / Marais"
5212,"Forêt de conifères avec arbustes décidus / Marais"
5213,"Forêt de conifères clairsemée / Marais"
5214,"Forêt de conifères sur lichens / Marais"
5215,"Forêt de conifères ouverte / Marais"
5216,"Forêt de conifères sur lichens et mousses / Marais"
5218,"Forêt de conifères sur mousses et éricacées / Marais"
5220,"Forêt de feuillus / Marais"
5221,"Forêt de feuillus dense / Marais"
5223,"Forêt de feuillus clairsemée / Marais"
5225,"Forêt de feuillus ouverte / Marais"
5230,"Forêt mixte / Marais"
5231,"Forêt mixte dense / Marais"
5233,"Forêt mixte clairsemée / Marais"
5235,"Forêt mixte ouverte / Marais"
5250,"Opération forestière / Marais"
5253,"Coupe forestière / Marais"
5255,"Plantation / Marais"
5256,"Plantation de feuillus indigènes / Marais"
5257,"Plantation mélangée indigène / Marais"
5258,"Plantation de résineux indigènes / Marais"
5259,"Plantation de feuillus exotiques / Marais"
5260,"Plantation mélangée exotique / Marais"
5261,"Plantation de résineux exotiques / Marais"
5263,"Brûlis / Marais"
5280,"Perturbation naturelle / Marais"
5300,"Autre terrain / Marais"
5301,"Zone développée / Marais"
5312,"Pistes de ski alpin / Marais"
5313,"Golf / Marais"
5320,"Route ou chemin / Marais"
5321,"Aéroport / Marais"
5322,"Chemin de fer / Marais"
5341,"Carrière ou gravière / Marais"
5343,"Mine et déchet de mine / Marais"
5344,"Bassin de filtration; de décontamination; de déchets liquides; etc. / Marais"
5345,"Dépotoir / Marais"
5346,"Zone industrielle et commerce / Marais"
5351,"Ligne de transmission ou de transport d'énergie / Marais"
5360,"Exploitation de tourbe / Marais"
5501,"Bouleau gris / Marais"
5502,"Bouleau gris associé à des pins / Marais"
5503,"Bouleau gris associé à des résineux tolérants / Marais"
5504,"Bouleau gris associé à des résineux / Marais"
5505,"Bouleau jaune / Marais"
5506,"Bouleau jaune associé à des épinettes noire ou rouge / Marais"
5507,"Bouleau jaune associé à du mélèze laricin / Marais"
5508,"Bouleau jaune associé à des pins / Marais"
5509,"Bouleau jaune associé à de la pruche du Canada / Marais"
5510,"Bouleau jaune associé à des résineux / Marais"
5511,"Bouleau jaune associé à des sapin baumier et/ou épinette blanche / Marais"
5512,"Bouleau jaune associé à des sapin baumier et épinette noire / Marais"
5513,"Bouleau jaune associé à du thuyas occidental / Marais"
5514,"Bouleau blanc / Marais"
5515,"Bouleau blanc associé à des épinettes noire ou rouge / Marais"
5516,"Bouleau blanc associé à des pins / Marais"
5517,"Bouleau blanc associé à des résineux tolérants / Marais"
5518,"Bouleau blanc associé à des résineux / Marais"
5519,"Bouleau blanc associé à des sapin baumier et/ou épinette blanche / Marais"
5520,"Caryer cordiforme / Marais"
5521,"Chênes / Marais"
5522,"Chênes associés à des pins / Marais"
5523,"Chênes associés à des résineux tolérants / Marais"
5524,"Chênes associés à des résineux / Marais"
5525,"Cerisier tardif / Marais"
5526,"Cerisier tardif associé à des pins / Marais"
5527,"Cerisier tardif associé à des résineux tolérants / Marais"
5528,"Cerisier tardif associé à des résineux / Marais"
5529,"Érable argenté / Marais"
5530,"Érable argenté associé à des pins / Marais"
5531,"Érable argenté associé à des résineux tolérants / Marais"
5532,"Érable argenté associé à des résineux / Marais"
5533,"Épinette blanche / Marais"
5534,"Épinette blanche associée à des feuillus intolérants / Marais"
5535,"Épinette blanche associée à des feuillus tolérants / Marais"
5536,"Épinette blanche associée à des feuillus indéterminés / Marais"
5537,"Érable noir / Marais"
5538,"Épinette noire / Marais"
5539,"Épinette noire associée à de l'épinette blanche / Marais"
5540,"Épinette noire associée à des feuillus intolérants / Marais"
5541,"Épinette noire associée à des feuillus tolérants / Marais"
5542,"Épinette noire associée à des feuillus indéterminés / Marais"
5543,"Épinette noire associée à du mélèze laricin / Marais"
5544,"Épinette noire associée à des pins / Marais"
5545,"Épinette noire associée à du sapin baumier / Marais"
5546,"Épinette noire associée à des sapin baumier et/ou épinette blanche / Marais"
5547,"Érable rouge / Marais"
5548,"Érable rouge associé à des épinettes noire ou rouge / Marais"
5549,"Érable rouge associé à du mélèze laricin / Marais"
5550,"Érable rouge associé à des pins / Marais"
5551,"Érable rouge associé à de la pruche du Canada / Marais"
5552,"Érable rouge associé à des résineux / Marais"
5553,"Érable rouge associé à des sapin baumier et/ou épinette blanche / Marais"
5554,"Érable rouge associé à du thuyas occidental / Marais"
5555,"Épinettes noire ou rouge / Marais"
5556,"Épinettes noire ou rouge associés à de l'épinette blanche / Marais"
5557,"Épinettes noire ou rouge associés à des feuillus intolérants / Marais"
5558,"Épinettes noire ou rouge associés à des feuillus tolérants / Marais"
5559,"Épinettes noire ou rouge associés à des feuillus indéterminés / Marais"
5560,"Épinettes noire ou rouge associés à du mélèze laricin / Marais"
5561,"Épinettes noire ou rouge associés à des pins / Marais"
5562,"Épinettes noire ou rouge associés à du sapin baumier / Marais"
5563,"Épinettes noire ou rouge associés à des sapin baumier et/ou épinette blanche / Marais"
5564,"Épinettes noire ou rouge associés à du thuyas occidental / Marais"
5565,"Érables / Marais"
5566,"Érables associés à du bouleau jaune / Marais"
5567,"Érables associés à des épinettes noire ou rouge / Marais"
5568,"Érables associés à du mélèze laricin / Marais"
5569,"Érables associés à des pins / Marais"
5570,"Érables associés à de la pruche du Canada / Marais"
5571,"Érables associés à des résineux / Marais"
5572,"Érables associés à des sapin baumier et/ou épinette blanche / Marais"
5573,"Érables associés à du thuyas occidental / Marais"
5574,"Érable à sucre / Marais"
5575,"Érable à sucre associé à du bouleau jaune / Marais"
5576,"Érable à sucre associé à des épinettes noire ou rouge / Marais"
5577,"Érable à sucre associé à du mélèze laricin / Marais"
5578,"Érable à sucre associé à des pins / Marais"
5579,"Érable à sucre associé à de la pruche du Canada / Marais"
5580,"Érable à sucre associé à des résineux / Marais"
5581,"Érable à sucre associé à des sapin baumier et/ou épinette blanche / Marais"
5582,"Érable à sucre associé à du thuyas occidental / Marais"
5583,"Épinette rouge / Marais"
5584,"Épinette rouge associée à du bouleau jaune / Marais"
5585,"Épinette rouge associée à des feuillus intolérants / Marais"
5586,"Épinette rouge associée à des feuillus tolérants / Marais"
5587,"Épinette rouge associée à des feuillus indéterminés / Marais"
5588,"Épinette rouge associée à du mélèze laricin / Marais"
5589,"Épinette rouge associée à des pins / Marais"
5590,"Épinette rouge associée à des sapin baumier et/ou épinette blanche / Marais"
5591,"Frêne d'Amérique / Marais"
5592,"Frêne d'Amérique associé à des pins / Marais"
5593,"Frêne d'Amérique associé à des résineux tolérants / Marais"
5594,"Frêne d'Amérique associé à des résineux / Marais"
5595,"Feuillus intolérants / Marais"
5596,"Feuillus intolérants associés à des épinettes noire ou rouge / Marais"
5597,"Feuillus intolérants associés à du mélèze laricin / Marais"
5598,"Feuillus intolérants associés à des pins / Marais"
5599,"Feuillus intolérants associés à de la pruche du Canada / Marais"
5600,"Feuillus intolérants associés à des résineux / Marais"
5601,"Feuillus intolérants associés à des sapin baumier et/ou épinette blanche / Marais"
5602,"Feuillus intolérants associés à du thuyas occidental / Marais"
5603,"Frêne noir / Marais"
5604,"Frêne noir associé à des pins / Marais"
5605,"Frêne noir associé à des résineux tolérants / Marais"
5606,"Frêne noir associé à des résineux / Marais"
5607,"Frêne de Pennsylvanie / Marais"
5608,"Frêne de Pennsylvanie associé à des pins / Marais"
5609,"Frêne de Pennsylvanie associé à des résineux tolérants / Marais"
5610,"Frêne de Pennsylvanie associé à des résineux / Marais"
5611,"Frênes / Marais"
5612,"Frênes associés à des pins / Marais"
5613,"Frênes associés à des résineux tolérants / Marais"
5614,"Frênes associés à des résineux / Marais"
5615,"Feuillus tolérants / Marais"
5616,"Feuillus tolérants associés à des épinettes noire ou rouge / Marais"
5617,"Feuillus tolérants associés à du mélèze laricin / Marais"
5618,"Feuillus tolérants associés à des pins / Marais"
5619,"Feuillus tolérants associés à de la pruche du Canada / Marais"
5620,"Feuillus tolérants associés à des résineux / Marais"
5621,"Feuillus tolérants associés à des sapin baumier et/ou épinette blanche / Marais"
5622,"Feuillus tolérants associés à du thuyas occidental / Marais"
5623,"Feuillus indéterminés / Marais"
5624,"Feuillus indéterminés associés à des épinettes noire ou rouge / Marais"
5625,"Feuillus indéterminés associés à du mélèze laricin / Marais"
5626,"Feuillus indéterminés associés à des pins / Marais"
5627,"Feuillus indéterminés associés à de la pruche du Canada / Marais"
5628,"Feuillus indéterminés associés à des sapin baumier et/ou épinette blanche / Marais"
5629,"Feuillus indéterminés associés à du thuyas occidental / Marais"
5630,"Hêtre à grandes feuilles / Marais"
5631,"Hêtre à grandes feuilles associé à des pins / Marais"
5632,"Hêtre à grandes feuilles associé à des résineux tolérants / Marais"
5633,"Hêtre à grandes feuilles associé à des résineux / Marais"
5634,"Mélèze laricin / Marais"
5635,"Mélèze laricin associé à des feuillus intolérants / Marais"
5636,"Mélèze laricin associé à des feuillus tolérants / Marais"
5637,"Mélèze laricin associé à des feuillus indéterminés / Marais"
5638,"Forêt mixte / Marais"
5639,"Noyer cendré / Marais"
5640,"Noyer cendré associé à des pins / Marais"
5641,"Noyer cendré associé à des résineux tolérants / Marais"
5642,"Noyer cendré associé à des résineux / Marais"
5643,"Ormes / Marais"
5644,"Ormes associés à des pins / Marais"
5645,"Ormes associés à des résineux tolérants / Marais"
5646,"Ormes associés à des résineux / Marais"
5647,"Ostryer de Virginie / Marais"
5648,"Ostryer de Virginie associé à des pins / Marais"
