Site,Year,Month,Day,Time24H,RecordingQuality,DisturbanceType,ANAME,HYVER,LICLA,LICAT,LIPAL,LIPIP,LISEP,LISYL,PSMAC-TRI,PSCRU,fileName
J-foret,2021,5,26,1500,bad,wind,0,0,0,0,0,0,0,0,0,0,S4A16366_20210526_150000.wav
J-foret,2021,5,26,2100,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16366_20210526_210000.wav
J-foret,2021,5,27,100,moderate,wind,0,0,1,1,0,0,0,0,0,0,S4A16366_20210527_010000.wav
J-foret,2021,6,1,1500,bad,wind,0,0,0,0,0,0,0,0,0,0,S4A16366_20210601_150000.wav
J-foret,2021,6,1,2100,moderate,human,0,0,2,0,0,0,0,0,0,0,S4A16366_20210601_210000.wav
J-foret,2021,6,2,100,good,human,0,0,0,2,0,0,0,0,0,0,S4A16366_20210602_010000.wav
J-foret,2021,6,8,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16366_20210608_150000.wav
J-foret,2021,6,8,2100,moderate,wind,0,0,0,2,0,0,0,0,0,0,S4A16366_20210608_210000.wav
J-foret,2021,6,9,100,moderate,wind,0,0,0,1,0,0,0,0,0,0,S4A16366_20210609_010000.wav
J-foret,2021,6,15,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16366_20210615_150000.wav
J-foret,2021,6,15,2100,moderate,human et rain,0,1,0,0,0,0,0,0,0,0,S4A16366_20210615_210000.wav
J-foret,2021,6,16,100,bad,rain et human,0,0,0,0,0,0,0,0,0,2,S4A16366_20210616_010000.wav
J-foret,2021,6,22,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16366_20210622_150000.wav
J-foret,2021,6,22,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16366_20210622_210000.wav
J-foret,2021,6,23,100,good,none,0,0,1,1,0,0,0,0,0,0,S4A16366_20210623_010000.wav
J-foret,2021,6,29,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16366_20210629_150000.wav
J-foret,2021,6,29,2100,moderate,human,0,0,2,0,0,0,0,0,0,0,S4A16366_20210629_210000.wav
J-foret,2021,6,30,100,moderate,rain,0,0,2,3,0,0,0,0,0,0,S4A16366_20210630_010000.wav
J-foret,2021,7,6,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16366_20210706_150000.wav
J-foret,2021,7,6,2100,moderate,rain et human,0,0,1,0,0,0,0,0,0,0,S4A16366_20210706_210000.wav
J-foret,2021,7,7,100,moderate,wind,0,0,2,2,0,0,0,0,0,0,S4A16366_20210707_010000.wav
J-foret,2021,7,12,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16366_20210712_150000.wav
J-foret,2021,7,12,2100,moderate,wind,0,0,2,0,0,0,0,0,0,0,S4A16366_20210712_210000.wav
J-foret,2021,7,13,100,good,wind,0,0,3,0,0,0,0,0,0,0,S4A16366_20210713_010000.wav
J-lisiere,2021,5,26,1400,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16370_20210526_140000.wav
J-lisiere,2021,5,26,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16370_20210526_150000.wav
J-lisiere,2021,5,26,2100,moderate,wind,0,3,0,0,0,0,0,0,0,0,S4A16370_20210526_210000.wav
J-lisiere,2021,5,27,100,moderate,wind,0,3,0,0,0,0,0,0,0,0,S4A16370_20210527_010000.wav
J-lisiere,2021,6,1,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16370_20210601_150000.wav
J-lisiere,2021,6,1,2100,good,human,0,2,0,0,0,0,0,0,0,0,S4A16370_20210601_210000.wav
J-lisiere,2021,6,2,100,good,human,0,0,0,1,0,0,0,0,0,0,S4A16370_20210602_010000.wav
J-lisiere,2021,6,8,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16370_20210608_150000.wav
J-lisiere,2021,6,8,2100,good,none,0,2,0,2,0,0,0,0,0,0,S4A16370_20210608_210000.wav
J-lisiere,2021,6,9,100,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16370_20210609_010000.wav
J-lisiere,2021,6,10,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16370_20210610_150000.wav
J-lisiere,2021,6,10,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16370_20210610_210000.wav
J-lisiere,2021,6,11,100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16370_20210611_010000.wav
J-lisiere,2021,6,22,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16370_20210622_150000.wav
J-lisiere,2021,6,22,2100,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16370_20210622_210000.wav
J-lisiere,2021,6,23,100,good,none,0,1,0,0,0,0,0,0,0,0,S4A16370_20210623_010000.wav
J-lisiere,2021,6,29,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16370_20210629_150000.wav
J-lisiere,2021,6,29,2100,moderate,human,0,2,0,0,0,0,0,0,0,0,S4A16370_20210629_210000.wav
J-lisiere,2021,6,30,100,good,none,0,0,0,2,0,0,0,0,0,0,S4A16370_20210630_010000.wav
J-lisiere,2021,7,6,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16370_20210706_150000.wav
J-lisiere,2021,7,6,2100,moderate,rain et human,0,2,0,0,0,0,0,0,0,0,S4A16370_20210706_210000.wav
J-lisiere,2021,7,7,100,moderate,wind,0,2,1,1,0,0,0,0,0,0,S4A16370_20210707_010000.wav
J-lisiere,2021,7,12,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16370_20210712_150000.wav
J-lisiere,2021,7,12,2100,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16370_20210712_210000.wav
J-lisiere,2021,7,13,100,good,none,0,0,0,0,0,0,0,0,0,0,S4A16370_20210713_010000.wav
K-foret,2021,5,26,1400,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16376_20210526_140000.wav
K-foret,2021,5,26,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16376_20210526_150000.wav
K-foret,2021,5,26,2100,moderate,wind,0,2,0,0,0,0,0,0,0,0,S4A16376_20210526_210000.wav
K-foret,2021,5,27,100,moderate,wind,0,2,0,1,0,0,0,0,0,0,S4A16376_20210527_010000.wav
K-foret,2021,5,31,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16376_20210531_150000.wav
K-foret,2021,5,31,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16376_20210531_210000.wav
K-foret,2021,6,1,100,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16376_20210601_010000.wav
K-foret,2021,6,8,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16376_20210608_150000.wav
K-foret,2021,6,8,2100,moderate,human,0,0,1,0,0,0,0,0,0,0,S4A16376_20210608_210000.wav
K-foret,2021,6,9,100,moderate,human,0,0,1,1,0,0,0,0,0,0,S4A16376_20210609_010000.wav
K-foret,2021,6,15,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16376_20210615_150000.wav
K-foret,2021,6,15,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16376_20210615_210000.wav
K-foret,2021,6,16,100,bad,wind et human,0,0,1,0,0,0,0,0,0,0,S4A16376_20210616_010000.wav
K-foret,2021,6,22,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16376_20210622_150000.wav
K-foret,2021,6,22,2100,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16376_20210622_210000.wav
K-foret,2021,6,23,100,good,none,0,0,0,0,0,0,0,0,0,0,S4A16376_20210623_010000.wav
K-foret,2021,6,29,1500,moderate,wind,0,0,1,0,0,0,0,0,0,0,S4A16376_20210629_150000.wav
K-foret,2021,6,29,2100,good,human,0,0,2,0,0,0,0,0,0,0,S4A16376_20210629_210000.wav
K-foret,2021,6,30,100,good,none,0,0,2,1,0,0,0,0,0,0,S4A16376_20210630_010000.wav
K-foret,2021,7,6,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16376_20210706_150000.wav
K-foret,2021,7,6,2100,good,human,0,0,2,0,0,0,0,0,0,0,S4A16376_20210706_210000.wav
K-foret,2021,7,7,100,good,wind,0,0,2,1,0,0,0,0,0,0,S4A16376_20210707_010000.wav
K-foret,2021,7,12,1500,moderate,wind et human,0,0,1,0,0,0,0,0,0,0,S4A16376_20210712_150000.wav
K-foret,2021,7,12,2100,good,human,0,2,2,0,0,0,0,0,0,0,S4A16376_20210712_210000.wav
K-foret,2021,7,13,100,good,none,0,0,3,0,0,0,0,0,0,0,S4A16376_20210713_010000.wav
K-lisiere,2021,5,26,1500,moderate,human et wind,0,0,0,0,0,0,0,0,0,0,S4A16334_20210526_150000.wav
K-lisiere,2021,5,26,2100,moderate,wind,0,2,0,0,0,0,0,0,0,0,S4A16334_20210526_210000.wav
K-lisiere,2021,5,27,100,moderate,wind,0,2,0,0,0,0,0,0,0,0,S4A16334_20210527_010000.wav
K-lisiere,2021,6,1,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16334_20210601_150000.wav
K-lisiere,2021,6,1,2100,good,human,0,2,0,0,0,0,0,0,0,0,S4A16334_20210601_210000.wav
K-lisiere,2021,6,2,100,good,none,0,0,1,0,0,0,0,0,0,0,S4A16334_20210602_010000.wav
K-lisiere,2021,6,8,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16334_20210608_150000.wav
K-lisiere,2021,6,8,2100,moderate,wind,0,2,0,0,0,0,0,0,0,0,S4A16334_20210608_210000.wav
K-lisiere,2021,6,9,100,moderate,human,0,2,1,0,0,0,0,0,0,0,S4A16334_20210609_010000.wav
K-lisiere,2021,6,15,1500,moderate,human,0,0,1,0,0,0,0,0,0,0,S4A16334_20210615_150000.wav
K-lisiere,2021,6,15,2100,moderate,rain et human,0,1,0,0,0,0,0,0,0,0,S4A16334_20210615_210000.wav
K-lisiere,2021,6,16,100,bad,rain,0,2,0,0,0,0,0,0,0,0,S4A16334_20210616_010000.wav
K-lisiere,2021,6,22,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16334_20210622_150000.wav
K-lisiere,2021,6,22,2100,moderate,wind,0,1,0,0,0,0,0,0,0,0,S4A16334_20210622_210000.wav
K-lisiere,2021,6,23,100,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16334_20210623_010000.wav
K-lisiere,2021,6,29,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16334_20210629_150000.wav
K-lisiere,2021,6,29,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16334_20210629_210000.wav
K-lisiere,2021,6,30,100,good,none,0,0,1,2,0,0,0,0,0,0,S4A16334_20210630_010000.wav
K-lisiere,2021,7,6,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16334_20210706_150000.wav
K-lisiere,2021,7,6,2100,moderate,rain,0,2,0,0,0,0,0,0,0,0,S4A16334_20210706_210000.wav
K-lisiere,2021,7,7,100,moderate,human et rain,0,2,0,0,0,0,0,0,0,0,S4A16334_20210707_010000.wav
K-lisiere,2021,7,12,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16334_20210712_150000.wav
K-lisiere,2021,7,12,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16334_20210712_210000.wav
K-lisiere,2021,7,13,100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16334_20210713_010000.wav
L-foret,2021,5,26,1400,bad,wind et human,0,0,0,0,0,0,0,0,0,0,S4A16425_20210526_140000.wav
L-foret,2021,5,26,1500,bad,wind et human,0,0,0,0,0,0,0,0,0,0,S4A16425_20210526_150000.wav
L-foret,2021,5,26,2100,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16425_20210526_210000.wav
L-foret,2021,5,27,100,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16425_20210527_010000.wav
L-foret,2021,6,1,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16425_20210601_150000.wav
L-foret,2021,6,1,2100,moderate,human,0,2,0,0,0,0,0,0,0,0,S4A16425_20210601_210000.wav
L-foret,2021,6,2,100,good,none,0,2,0,0,0,0,0,0,0,0,S4A16425_20210602_010000.wav
L-foret,2021,6,8,1500,moderate,wind et human,0,0,0,0,0,0,0,0,0,0,S4A16425_20210608_150000.wav
L-foret,2021,6,8,2100,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16425_20210608_210000.wav
L-foret,2021,6,9,100,good,wind,0,0,1,0,0,0,0,0,0,0,S4A16425_20210609_010000.wav
L-foret,2021,6,15,1500,moderate,wind et human,0,0,0,0,0,0,0,0,0,0,S4A16425_20210615_150000.wav
L-foret,2021,6,15,2100,moderate,human,0,2,1,0,0,0,0,0,0,2,S4A16425_20210615_210000.wav
L-foret,2021,6,16,100,moderate,human,0,0,2,0,0,0,0,0,0,1,S4A16425_20210616_010000.wav
L-foret,2021,6,22,1500,moderate,wind et human,0,0,0,0,0,0,0,0,0,0,S4A16425_20210622_150000.wav
L-foret,2021,6,22,2100,moderate,wind,0,0,1,0,0,0,0,0,0,0,S4A16425_20210622_210000.wav
L-foret,2021,6,23,100,moderate,human,0,1,1,0,0,0,0,0,0,1,S4A16425_20210623_010000.wav
L-foret,2021,6,29,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16425_20210629_150000.wav
L-foret,2021,6,30,2100,moderate,human,0,1,2,0,0,0,0,0,0,0,S4A16425_20210629_210000.wav
L-foret,2021,6,30,100,good,human,0,0,2,0,0,0,0,0,0,0,S4A16425_20210630_010000.wav
L-foret,2021,7,6,1500,good,none,0,0,0,0,0,0,0,0,0,0,S4A16425_20210706_150000.wav
L-foret,2021,7,6,2100,good,human,0,0,1,0,0,0,0,0,0,0,S4A16425_20210706_210000.wav
L-foret,2021,7,7,100,moderate,human,0,0,2,0,0,0,0,0,0,0,S4A16425_20210707_010000.wav
L-foret,2021,7,12,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16425_20210712_150000.wav
L-foret,2021,7,12,2100,moderate,human,0,2,1,0,0,0,0,0,0,0,S4A16425_20210712_210000.wav
L-foret,2021,7,13,100,moderate,human,0,0,1,0,0,0,0,0,0,0,S4A16425_20210713_010000.wav
L-lisiere,2021,5,26,1400,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16347_20210526_140000.wav
L-lisiere,2021,5,26,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16347_20210526_150000.wav
L-lisiere,2021,5,26,2100,bad,wind,0,0,0,0,0,0,0,0,0,2,S4A16347_20210526_210000.wav
L-lisiere,2021,5,27,100,moderate,wind,0,1,0,0,0,0,0,0,0,0,S4A16347_20210527_010000.wav
L-lisiere,2021,6,1,1500,moderate,wind et human,0,0,0,0,0,0,0,0,0,0,S4A16347_20210601_150000.wav
L-lisiere,2021,6,1,2100,moderate,human,0,2,0,0,0,0,0,0,0,0,S4A16347_20210601_210000.wav
L-lisiere,2021,6,2,100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16347_20210602_010000.wav
L-lisiere,2021,6,8,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16347_20210608_150000.wav
L-lisiere,2021,6,8,2100,moderate,wind et human,0,0,0,0,0,0,0,0,0,0,S4A16347_20210608_210000.wav
L-lisiere,2021,6,9,100,moderate,wind et human,0,0,0,0,0,0,0,0,0,0,S4A16347_20210609_010000.wav
L-lisiere,2021,6,15,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16347_20210615_150000.wav
L-lisiere,2021,6,15,2100,moderate,human,0,1,0,0,0,0,0,0,0,0,S4A16347_20210615_210000.wav
L-lisiere,2021,6,16,100,bad,rain,0,0,1,0,0,0,0,0,0,0,S4A16347_20210616_010000.wav
L-lisiere,2021,6,22,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16347_20210622_150000.wav
L-lisiere,2021,6,22,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16347_20210622_210000.wav
L-lisiere,2021,6,23,100,good,human,0,0,0,1,0,0,0,0,0,0,S4A16347_20210623_010000.wav
L-lisiere,2021,6,29,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16347_20210629_150000.wav
L-lisiere,2021,6,29,2100,moderate,human,0,2,0,0,0,0,0,0,0,0,S4A16347_20210629_210000.wav
L-lisiere,2021,6,30,100,good,none,0,0,2,1,0,0,0,0,0,0,S4A16347_20210630_010000.wav
L-lisiere,2021,7,6,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16347_20210706_150000.wav
L-lisiere,2021,7,6,2100,moderate,human,0,1,0,0,0,0,0,0,0,0,S4A16347_20210706_210000.wav
L-lisiere,2021,7,7,100,moderate,wind,0,2,0,0,0,0,0,0,0,0,S4A16347_20210707_010000.wav
L-lisiere,2021,7,12,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16347_20210712_150000.wav
L-lisiere,2021,7,12,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16347_20210712_210000.wav
L-lisiere,2021,7,13,100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16347_20210713_010000.wav
M-foret,2021,5,28,1400,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16349_20210528_140000.wav
M-foret,2021,5,28,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16349_20210528_150000.wav
M-foret,2021,5,28,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16349_20210528_210000.wav
M-foret,2021,5,29,100,good,none,0,0,1,0,0,0,0,0,0,0,S4A16349_20210529_010000.wav
M-foret,2021,6,1,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16349_20210601_150000.wav
M-foret,2021,6,1,2100,moderate,human,0,2,0,0,0,0,0,0,0,0,S4A16349_20210601_210000.wav
M-foret,2021,6,2,100,moderate,human,0,1,1,0,0,0,0,0,0,0,S4A16349_20210602_010000.wav
M-foret,2021,6,8,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16349_20210608_150000.wav
M-foret,2021,6,8,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16349_20210608_210000.wav
M-foret,2021,6,9,100,moderate,wind,0,2,0,0,0,0,0,0,0,0,S4A16349_20210609_010000.wav
M-foret,2021,6,15,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16349_20210615_150000.wav
M-foret,2021,6,15,2100,moderate,human,0,2,0,0,0,0,0,0,0,0,S4A16349_20210615_210000.wav
M-foret,2021,6,16,100,moderate,wind,0,2,0,0,0,0,0,0,0,0,S4A16349_20210616_010000.wav
M-foret,2021,6,22,1500,bad,wind,0,0,0,0,0,0,0,0,0,0,S4A16349_20210622_150000.wav
M-foret,2021,6,22,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16349_20210622_210000.wav
M-foret,2021,6,23,100,moderate,human,0,2,0,0,0,0,0,0,0,0,S4A16349_20210623_010000.wav
M-foret,2021,6,29,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16349_20210629_150000.wav
M-foret,2021,6,29,2100,moderate,human,0,1,0,0,0,0,0,0,0,0,S4A16349_20210629_210000.wav
M-foret,2021,6,30,100,moderate,human,0,1,1,0,0,0,0,0,0,0,S4A16349_20210630_010000.wav
M-foret,2021,7,6,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16349_20210706_150000.wav
M-foret,2021,7,6,2100,moderate,human,0,1,0,0,0,0,0,0,0,0,S4A16349_20210706_210000.wav
M-foret,2021,7,7,100,moderate,human,0,0,1,0,0,0,0,0,0,0,S4A16349_20210707_010000.wav
M-foret,2021,7,12,1500,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16349_20210712_150000.wav
M-foret,2021,7,12,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16349_20210712_210000.wav
M-foret,2021,7,13,100,good,human,0,0,2,0,0,0,0,0,0,0,S4A16349_20210713_010000.wav
M-lisiere,2021,5,28,1400,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210528_140000.wav
M-lisiere,2021,5,28,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210528_150000.wav
M-lisiere,2021,5,28,2100,good,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210528_210000.wav
M-lisiere,2021,5,29,100,good,human,0,0,1,0,0,0,0,0,0,0,S4A16328_20210529_010000.wav
M-lisiere,2021,6,1,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210601_150000.wav
M-lisiere,2021,6,1,2100,moderate,human,0,1,0,0,0,0,0,0,0,0,S4A16328_20210601_210000.wav
M-lisiere,2021,6,2,100,moderate,human,0,1,0,0,0,0,0,0,0,0,S4A16328_20210602_010000.wav
M-lisiere,2021,6,8,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210608_150000.wav
M-lisiere,2021,6,8,2100,moderate,human,0,2,0,0,0,0,0,0,0,0,S4A16328_20210608_210000.wav
M-lisiere,2021,6,9,100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210609_010000.wav
M-lisiere,2021,6,15,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210615_150000.wav
M-lisiere,2021,6,15,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210615_210000.wav
M-lisiere,2021,6,16,100,moderate,human et wind,0,2,0,0,0,0,0,0,0,0,S4A16328_20210616_010000.wav
M-lisiere,2021,6,22,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210622_150000.wav
M-lisiere,2021,6,22,2100,moderate,human,0,1,0,0,0,0,0,0,0,0,S4A16328_20210622_210000.wav
M-lisiere,2021,6,23,100,moderate,human,0,1,0,0,0,0,0,0,0,0,S4A16328_20210623_010000.wav
M-lisiere,2021,6,29,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210629_150000.wav
M-lisiere,2021,6,29,2100,good,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210629_210000.wav
M-lisiere,2021,6,30,100,moderate,human,0,0,2,0,0,0,0,0,0,0,S4A16328_20210630_010000.wav
M-lisiere,2021,7,6,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210706_150000.wav
M-lisiere,2021,7,6,2100,moderate,rain,0,0,0,0,0,0,0,0,0,0,S4A16328_20210706_210000.wav
M-lisiere,2021,7,7,100,bad,rain,0,0,0,0,0,0,0,0,0,0,S4A16328_20210707_010000.wav
M-lisiere,2021,7,12,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210712_150000.wav
M-lisiere,2021,7,12,2100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16328_20210712_210000.wav
M-lisiere,2021,7,13,100,moderate,rain et human,0,0,2,0,0,0,0,0,0,0,S4A16328_20210713_010000.wav
N-foret,2021,5,28,1400,moderate,human,0,2,0,0,0,0,0,0,0,0,S4A16403_20210528_140000.wav
N-foret,2021,5,28,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210528_150000.wav
N-foret,2021,5,28,2100,good,human,0,2,0,0,0,0,0,0,0,0,S4A16403_20210528_210000.wav
N-foret,2021,5,29,100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210529_010000.wav
N-foret,2021,6,1,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210601_150000.wav
N-foret,2021,6,1,2100,moderate,human,0,2,0,0,0,0,0,0,0,0,S4A16403_20210601_210000.wav
N-foret,2021,6,2,100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210602_010000.wav
N-foret,2021,6,8,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210608_150000.wav
N-foret,2021,6,8,2100,moderate,wind,0,0,0,0,0,0,0,0,0,0,S4A16403_20210608_210000.wav
N-foret,2021,6,9,100,moderate,wind,0,2,0,0,0,0,0,0,0,0,S4A16403_20210609_010000.wav
N-foret,2021,6,15,1500,moderate,human et wind,0,0,0,0,0,0,0,0,0,0,S4A16403_20210615_150000.wav
N-foret,2021,6,15,2100,moderate,rain,0,0,0,0,0,0,0,0,0,0,S4A16403_20210615_210000.wav
N-foret,2021,6,16,100,bad,rain et human,0,2,0,0,0,0,0,0,0,0,S4A16403_20210616_010000.wav
N-foret,2021,6,22,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210622_150000.wav
N-foret,2021,6,22,2100,moderate,human,0,2,0,0,0,0,0,0,0,0,S4A16403_20210622_210000.wav
N-foret,2021,6,23,100,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210623_010000.wav
N-foret,2021,6,29,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210629_150000.wav
N-foret,2021,6,29,2100,good,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210629_210000.wav
N-foret,2021,6,30,100,good,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210630_010000.wav
N-foret,2021,7,6,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210706_150000.wav
N-foret,2021,7,6,2100,good,rain,0,0,0,0,0,0,0,0,0,0,S4A16403_20210706_210000.wav
N-foret,2021,7,7,100,moderate,rain,0,0,0,0,0,0,0,0,0,0,S4A16403_20210707_010000.wav
N-foret,2021,7,12,1500,good,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210712_150000.wav
N-foret,2021,7,12,2100,good,human,0,0,0,0,0,0,0,0,0,0,S4A16403_20210712_210000.wav
N-foret,2021,7,13,100,good,rain,0,0,0,0,0,0,0,0,0,0,S4A16403_20210713_010000.wav
N-lisiere,2021,5,28,1400,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16346_20210528_140000.wav
N-lisiere,2021,5,28,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16346_20210528_150000.wav
N-lisiere,2021,5,28,2100,good,human,0,0,1,0,0,0,0,0,0,1,S4A16346_20210528_210000.wav
N-lisiere,2021,5,29,100,good,human,0,0,1,0,0,0,0,0,0,1,S4A16346_20210529_010000.wav
N-lisiere,2021,6,1,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16346_20210601_150000.wav
N-lisiere,2021,6,1,2100,good,human,0,2,0,0,0,0,0,0,0,3,S4A16346_20210601_210000.wav
N-lisiere,2021,6,2,100,moderate,human,0,1,1,0,0,0,0,0,0,2,S4A16346_20210602_010000.wav
N-lisiere,2021,6,8,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16346_20210608_150000.wav
N-lisiere,2021,6,8,2100,moderate,human,0,2,1,0,0,0,0,0,0,0,S4A16346_20210608_210000.wav
N-lisiere,2021,6,9,100,moderate,wind et human,0,2,3,0,0,0,0,0,0,0,S4A16346_20210609_010000.wav
N-lisiere,2021,6,15,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16346_20210615_150000.wav
N-lisiere,2021,6,15,2100,moderate,rain,0,3,2,0,0,0,0,0,0,0,S4A16346_20210615_210000.wav
N-lisiere,2021,6,16,100,moderate,human et wind,0,2,3,0,0,0,0,0,0,0,S4A16346_20210616_010000.wav
N-lisiere,2021,6,22,1500,bad,wind et human,0,0,0,0,0,0,0,0,0,0,S4A16346_20210622_150000.wav
N-lisiere,2021,6,22,2100,bad,wind et human,0,0,0,0,0,0,0,0,0,0,S4A16346_20210622_210000.wav
N-lisiere,2021,6,23,100,moderate,human,0,0,2,0,0,0,0,0,0,0,S4A16346_20210623_010000.wav
N-lisiere,2021,6,29,1500,moderate,human,0,0,0,0,0,0,0,0,0,0,S4A16346_20210629_150000.wav
